outer_iter,phi_epoch,loss_eik,mean_residual,lr,rho_solver_iters,rho_residual,rho_change
0,0,266.9529666945587,16.009993014896708,0.001,,,
0,100,0.3430092825019644,0.4415618463679126,0.001,,,
0,200,0.027589614208697034,0.12998622580159325,0.001,,,
0,300,0.009229572700647202,0.07578892504923902,0.001,,,
0,400,0.007615332391686167,0.06947703089828168,0.001,,,
0,500,0.007236312297504941,0.06801991783890597,0.001,,,
0,600,0.00723046810813907,0.06760451079228015,0.001,,,
0,700,0.006915559060950771,0.06703859243208636,0.001,,,
0,800,0.006631998745451533,0.06475291579884226,0.001,,,
0,900,0.0061740140207178235,0.06264470622464975,0.001,,,
0,1000,0.005981663215355525,0.06198922173200958,0.001,,,
0,1100,0.005444713838919657,0.05874392163710594,0.001,,,
0,1200,0.005468928806878751,0.05906937056447927,0.001,,,
0,1300,0.005073840780592864,0.056928162451117044,0.001,,,
0,1400,0.004898526966442562,0.05587256988747793,0.001,,,
0,1500,0.00478685770674726,0.05556977468806854,0.001,,,
0,1600,0.004342653587442821,0.05214870000464912,0.001,,,
0,1700,0.004027704392373198,0.05064074032895715,0.001,,,
0,1800,0.0040315826985272045,0.05066421583730375,0.001,,,
0,1900,0.0035889217565913856,0.04835846806709669,0.001,,,
0,outer_summary,0.003503750614523263,0.047243296115516115,,10000,0.00019599956324950737,13289515791.204878
1,0,0.0035860329769847837,0.04812232495766956,0.0008,,,
1,100,0.0033099779385581713,0.046032355641785025,0.0008,,,
1,200,0.0032155606270567946,0.04533157221922322,0.0008,,,
1,300,0.0030358476000735828,0.044059450696197794,0.0008,,,
1,400,0.0030004360989253284,0.0435904675676347,0.0008,,,
1,500,0.002819390780396586,0.042599351738574535,0.0008,,,
1,600,0.002719840654970944,0.0418049019355276,0.0008,,,
1,700,0.002649076737172503,0.04109992716641373,0.0008,,,
1,800,0.0025484031042556634,0.04055957349663854,0.0008,,,
1,900,0.0023289277568540358,0.03830939772058317,0.0008,,,
1,1000,0.0022366367654683196,0.03785383920691365,0.0008,,,
1,1100,0.002254490378116793,0.03792234731952448,0.0008,,,
1,1200,0.0020771640479824156,0.03624101758751352,0.0008,,,
1,1300,0.0019685185802975225,0.03519623661793196,0.0008,,,
1,1400,0.0018903039957676904,0.03449715405544405,0.0008,,,
1,1500,0.0017903876775401464,0.03371637499769824,0.0008,,,
1,1600,0.001712476170987611,0.032868353449462144,0.0008,,,
1,1700,0.0015822055248216373,0.03144788052472464,0.0008,,,
1,1800,0.001501412135062853,0.030719196171214158,0.0008,,,
1,1900,0.001411590612261101,0.029652953869293737,0.0008,,,
1,outer_summary,0.0014043566044439288,0.029526395248296804,,10000,0.0001575136146044574,0.9058220025519131
