outer_iter,phi_epoch,loss_eik,mean_residual,lr,rho_solver_iters,rho_residual,rho_change
0,0,266.27438210641503,15.965970235207331,0.001,,,
0,100,0.3550785588010723,0.4433260279504882,0.001,,,
0,200,0.03222243339430951,0.14164489423367183,0.001,,,
0,300,0.012905225946136932,0.08801252285544581,0.001,,,
0,400,0.01088471152414944,0.07904457497271791,0.001,,,
0,500,0.01065596860566855,0.07774381498634822,0.001,,,
0,600,0.011248825402677114,0.07991533655229584,0.001,,,
0,700,0.010724717285909385,0.07789713750703527,0.001,,,
0,800,0.010493066865921177,0.07682505881521087,0.001,,,
0,900,0.010218706778832964,0.07495836285863214,0.001,,,
0,1000,0.010146560035591366,0.0747325219906016,0.001,,,
0,1100,0.009500103591190577,0.07239720136641566,0.001,,,
0,1200,0.009690665065933565,0.07268171577229254,0.001,,,
0,1300,0.009221329945630687,0.07068042000763178,0.001,,,
0,1400,0.009087771283169174,0.07032001669580415,0.001,,,
0,1500,0.008825130767321943,0.06976258985789296,0.001,,,
0,1600,0.008566304679139342,0.06798518277380412,0.001,,,
0,1700,0.008254256622621699,0.06679020697829946,0.001,,,
0,1800,0.008326028519352604,0.06681354343420773,0.001,,,
0,1900,0.007668709873081357,0.06388747596701123,0.001,,,
0,outer_summary,0.007736284077927808,0.06444294533346531,,10000,0.00020102135021687838,13240094708.508963
1,0,0.00747051058013266,0.06395653259352647,0.0008,,,
1,100,0.007713032153642035,0.06460761694479124,0.0008,,,
1,200,0.00742968745516922,0.06314514047915075,0.0008,,,
1,300,0.007214087760799859,0.06234410620997908,0.0008,,,
1,400,0.007209560606387834,0.062327835526905136,0.0008,,,
1,500,0.006959070030541972,0.06135603611152998,0.0008,,,
1,600,0.006903143767791295,0.06085350643420051,0.0008,,,
1,700,0.006863019010065344,0.06036760877254296,0.0008,,,
1,800,0.006807646322250227,0.060735824858800566,0.0008,,,
1,900,0.006486711197262562,0.05888350423319124,0.0008,,,
1,1000,0.006240323247735377,0.05782540296656961,0.0008,,,
